bug_id,project,title,description
Closure-48,Closure,Issue Report,"Issue Report
{""id"":586,""status"":""Fixed"",""summary"":""Type checking error when replacing a function with a stub after calling."",""labels"":[""Type-Defect"",""Priority-Medium""],""stars"":0,""commentCount"":3,""comments"":[{""id"":0,""commenterId"":-3418496494830539189,""content"":""Given the following Javascript:\r\n\r\n  /** @constructor */\r\n  var myclass \u003d function() {\r\n  }\r\n  \r\n  /** @param {boolean} success */\r\n  myclass.prototype.fn \u003d function(success) { }\r\n  \r\n  myclass.prototype.test \u003d function() {\r\n    this.fn();\r\n    this.fn \u003d function() { };\r\n  }\r\n\r\nI would expect an error at both lines of test(). Instead, the second line causes the error in the first not to be reported."",""timestamp"":1319738447,""attachments"":[]},{""id"":1,""commenterId"":-7699928860083865744,""content"":""thanks for reporting!"",""timestamp"":1320687052,""attachments"":[]},{""id"":2,""commenterId"":-7699928860083865744,""content"":"""",""timestamp"":1321304579,""attachments"":[]}]}"
Closure-76,Closure,Issue Report,"Issue Report
{""id"":384,""status"":""Fixed"",""summary"":""Assignments within conditions are sometimes incorrectly removed"",""labels"":[""Type-Defect"",""Priority-Medium""],""stars"":15,""commentCount"":6,""comments"":[{""id"":0,""commenterId"":-1281124933940039981,""content"":""\u003cb\u003eWhat steps will reproduce the problem?\u003c/b\u003e\n\r\n1. See attachment.\r\n2. Run original.\r\n3. Run compiled.\r\n\r\n\r\n\u003cb\u003eWhat is the expected output? What do you see instead?\u003c/b\u003e\n\r\n* Both should return \u0026quot;true\u0026quot;\r\n* Original does return \u0026quot;true\u0026quot;\r\n* Compiled returns \u0026quot;undefined\u0026quot;\r\n\r\n\r\n\u003cb\u003eWhat version of the product are you using? On what operating system?\u003c/b\u003e\n\r\nClosure Compiler (http://code.google.com/closure/compiler)\r\nVersion: 706\r\nBuilt on: 2011/01/19 19:53\r\n\r\nMac OS X 10.6\r\n\r\n\u003cb\u003ePlease provide any additional information below.\u003c/b\u003e\n\r\nIn the attached reduction if the \u0026quot;echo\u0026quot; functions aren\u0027t used then the entire body of the function is compiled away, they are there to demonstrate that the first assignment in the condition is removed.\r\n\r\n\r\nOriginal:\r\n\r\nfunction reduction()\r\n{\r\n    var a, b;\r\n    if (echo(b \u003d true) || echo(b \u003d false))\r\n        a \u003d b;\r\n    else\r\n        a \u003d null;\r\n    return a;\r\n}\r\n\r\n\r\nCompiled:\r\n\r\nfunction reduction() {\r\n    var a;\r\n    return echo(true) || echo(a \u003d false) ? a: null\r\n}"",""timestamp"":1300315517,""attachments"":[]},{""id"":1,""commenterId"":-1281124933940039981,""content"":""Oops, forgot the attachment."",""timestamp"":1300317104,""attachments"":[{""id"":4078836720749486370,""fileName"":""reduction.js"",""fileSize"":195}]},{""id"":2,""commenterId"":-7699928860083865744,""content"":""i think this might be fixed at head, but not sure. Alan, is this a known issue?"",""timestamp"":1300324619,""attachments"":[]},{""id"":3,""commenterId"":-215138502632663007,""content"":""Not that I know of.\r\n\r\nSeems like it could be a dead assignment elimination issue.\r\n\r\nI\u0027ll take a look."",""timestamp"":1300327704,""attachments"":[]},{""id"":4,""commenterId"":-5060162230523776870,""content"":"""",""timestamp"":1300463933,""attachments"":[]},{""id"":5,""commenterId"":-7699928860083865744,""content"":""This issue was closed by revision r913."",""timestamp"":1300566932,""attachments"":[]}]}"
Closure-82,Closure,Issue Report,"Issue Report
{""id"":301,""status"":""Fixed"",""summary"":"".indexOf fails to produce missing property warning"",""labels"":[""Type-Defect"",""Priority-Medium""],""stars"":1,""commentCount"":3,""comments"":[{""id"":0,""commenterId"":8173196008570380122,""content"":""The following code compiled with VERBOSE warnings or with the missingProperties check enabled fails to produce a warning or error:\r\n\r\nvar s \u003d new String(\u0026quot;hello\u0026quot;);\r\nalert(s.toLowerCase.indexOf(\u0026quot;l\u0026quot;));\r\n\r\nHowever, other string functions do properly produce the warning:\r\n\r\nvar s \u003d new String(\u0026quot;hello\u0026quot;);\r\nalert(s.toLowerCase.substr(0, 1));"",""timestamp"":1292449376,""attachments"":[]},{""id"":1,""commenterId"":-7699928860083865744,""content"":""i think what\u0027s happening is that Array.indexOf is a valid property, and \""s.toLowerCase \u003d Array\"" is a valid assignment, so it\u0027s assuming that \""s.toLowerCase.indexOf\"" *could* (in theory) exist and still be type-safe.\r\n\r\nIt would be nice if we could catch this case though."",""timestamp"":1292461993,""attachments"":[]},{""id"":2,""commenterId"":1328304962299559429,""content"":""This issue was closed by revision r765."",""timestamp"":1297275136,""attachments"":[]}]}"
Closure-92,Closure,Issue Report,"Issue Report
{""id"":261,""status"":""Fixed"",""summary"":""bug with implicit namespaces across modules"",""labels"":[""Type-Defect"",""Priority-Medium""],""stars"":2,""commentCount"":5,""comments"":[{""id"":0,""commenterId"":-2020703049423688535,""content"":""If there are three modules, the latter two of which depend on the root module:\r\n\r\n// Module A\r\ngoog.provide(\u0027apps\u0027);\r\n\r\n// Module B\r\ngoog.provide(\u0027apps.foo.bar.B\u0027);\r\n\r\n// Module C\r\ngoog.provide(\u0027apps.foo.bar.C\u0027);\r\n\r\nand this is compiled in SIMPLE_OPTIMIZATIONS mode, the following code will be produced:\r\n\r\n// Module A\r\nvar apps\u003d{};apps.foo.bar\u003d{};apps.foo\u003d{};\r\n\r\n// Module B\r\napps.foo.bar.B\u003d{};\r\n\r\n// Module C\r\napps.foo.bar.C\u003d{};\r\n\r\nThis will result in a runtime error in Module A because apps.foo.bar is assigned before apps.foo.\r\n\r\nThe patch for the fix (with regression test) is available at:\r\nhttp://codereview.appspot.com/2416041\r\n\r\n"",""timestamp"":1286650989,""attachments"":[{""id"":-2932430519864802879,""fileName"":""issue2416041_1.diff"",""fileSize"":3212}]},{""id"":1,""commenterId"":-2020703049423688535,""content"":""Upon further inspection, I do not believe that the patch I supplied is a complete fix. I need to come up with a slightly more complex test case to demonstrate the incompleteness.\r\n"",""timestamp"":1286654850,""attachments"":[]},{""id"":2,""commenterId"":-2020703049423688535,""content"":""Actually, upon further further inspection, the patch works for me EXCEPT if you have a goog.provide() for something that is a typedef that is not assigned to anything (and therefore, isn\u0027t really provided).\r\n\r\nIf I remove the goog.provide(), then I\u0027m fine."",""timestamp"":1286655471,""attachments"":[]},{""id"":3,""commenterId"":-7699928860083865744,""content"":"""",""timestamp"":1286812533,""attachments"":[]},{""id"":4,""commenterId"":-7699928860083865744,""content"":""This issue was closed by revision r491."",""timestamp"":1287185702,""attachments"":[]}]}"
Closure-99,Closure,Issue Report,"Issue Report
{""id"":125,""status"":""Fixed"",""summary"":""Prototypes declared with quotes produce a JSC_USED_GLOBAL_THIS warning."",""labels"":[""Type-Defect"",""Priority-Medium""],""stars"":2,""commentCount"":4,""comments"":[{""id"":0,""commenterId"":5466112693174441437,""content"":""Compiling the following code (in advanced optimizations with VERBOSE\r\nwarning levels):\r\n\r\n/** @constructor */\r\nfunction MyClass() {}\r\nMyClass.prototype[\u0026quot;MyMethod\u0026quot;] \u003d function(a) {\r\n  this.a \u003d a;\r\n}\r\nwindow[\u0026quot;MyClass\u0026quot;] \u003d MyClass;\r\n\r\nResults in the following warning: \u0026quot;dangerous use of the global this\r\nobject.\u0026quot; This notation is convenient to declare a prototype that is purely\r\nused for export purposes. The warning can be suppressed by using an @this\r\nnotation.\r\n\r\nGiven the following externs:\r\n\r\n/**@interface */\r\nfunction MyParent() {}\r\n/** @param {*} a */\r\nMyParent.prototype.MyMethod \u003d function(a) {}\r\n\r\nAnd the following code:\r\n\r\n/**\r\n* @constructor\r\n* @implements {MyParent}\r\n*/\r\nfunction MyClass() {}\r\nMyClass.prototype[\u0026quot;MyMethod\u0026quot;] \u003d function(a) {\r\n  this.a2 \u003d a;\r\n}\r\nwindow[\u0026quot;MyClass\u0026quot;] \u003d MyClass;\r\n\r\nThe compiler also produces the waring: \u0026quot;property MyMethod on interface\r\nMyParent is not implemented by type MyClass\u0026quot;."",""timestamp"":1268766736,""attachments"":[]},{""id"":1,""commenterId"":-5060162230523776870,""content"":""Comment deleted"",""timestamp"":1271173615,""attachments"":[]},{""id"":2,""commenterId"":-7699928860083865744,""content"":"""",""timestamp"":1275594223,""attachments"":[]},{""id"":3,""commenterId"":-7699928860083865744,""content"":""This issue was closed by revision r239."",""timestamp"":1275677236,""attachments"":[]}]}"
Codec-11,Codec,[CODEC-121] QuotedPrintableCodec does not support soft line break per the 'quoted-printable' example on Wikipedia - ASF JIRA,"Details




Type:


 Bug
        

 

Status:

Closed 





Priority:


  Major                     




Resolution:

                             Fixed
                    





Affects Version/s:



1.5,                                            1.6 







                Fix Version/s:
            



1.10 






Labels:




 


Environment:


I tested on Windows 7.


 
Description

Writing a unit test I discovered that the example Wikipedia uses for quoted-printable data does not decode but instead throws an exception.  
Their example is here:  http://en.wikipedia.org/wiki/Quoted-printable#Example
test:
  String qpdata   = ""If you believe that truth=3Dbeauty, then surely=20=\r\n"" +
		    ""mathematics is the most beautiful branch of philosophy."";
  String expected = ""If you believe that truth=beauty, then surely "" +
		    ""mathematics is the most beautiful branch of philosophy."";
  assertEquals( expected,  new QuotedPrintableCodec().decode(qpdata) );
I suppose I could fix if you like but currently I'm not a registered developer.  


AttachmentsAttachmentsOptionsSort By NameSort By DateAscendingDescendingCODEC-121_postponed.patch19/Mar/12 19:1117 kBThomas NeidhartCODEC-121_v2.patch05/Nov/14 14:1421 kBThomas NeidhartActivity



People



Assignee:




    Unassigned





Reporter:





            Java John
        


 


Votes:

0
Vote for this issue



Watchers:

1
Start watching this issue



Dates



                                    Created:
                            


21/Apr/11 22:56 




                                    Updated:
                            


10/Nov/14 03:12 




                                    Resolved:
                            


05/Nov/14 23:44"
Codec-13,Codec,[CODEC-184] NullPointerException in DoubleMetaPhone.isDoubleMetaphoneEqual when using empty strings - ASF JIRA,"Details




Type:


 Bug
        

 

Status:

Closed 





Priority:


  Major                     




Resolution:

                             Fixed
                    





Affects Version/s:



1.9 







                Fix Version/s:
            



1.10 






Labels:


None


 


Environment:


Mac OS 10.9, Java 6 or 7


 
Description

isDoubleMetaphoneEqual does not work with empty strings: The following test throws a NullPointerException:

  public void test1() throws Throwable {
    org.apache.commons.codec.language.DoubleMetaphone var0 = new org.apache.commons.codec.language.DoubleMetaphone();
    boolean var3 = var0.isDoubleMetaphoneEqual("""", """", false);
  }




AttachmentsAttachmentsOptionsSort By NameSort By DateAscendingDescendingBugReport.java10/Apr/14 06:150.3 kBCyrille ArthoActivity



People



Assignee:





            Gary D. Gregory
        





Reporter:





            Cyrille Artho
        


 


Votes:

0
Vote for this issue



Watchers:

2
Start watching this issue



Dates



                                    Created:
                            


10/Apr/14 06:15 




                                    Updated:
                            


10/Nov/14 03:11 




                                    Resolved:
                            


10/Apr/14 13:52"
Codec-16,Codec,[CODEC-200] Base32.HEX_DECODE_TABLE contains the wrong value 32 - ASF JIRA,"Details




Type:


 Bug
        

 

Status:

Resolved 





Priority:


  Minor                     




Resolution:

                             Fixed
                    





Affects Version/s:



1.10 







                Fix Version/s:
            



1.11 






Labels:


None


 
Description

At line 99:
            25, 26, 27, 28, 29, 30, 31, 32,                                 // 50-57 O-V
the value 32 should not be included. That disallows to use 'W' as padding with hex table.


AttachmentsIssue Links


is duplicated by





CODEC-201
Base32.HEX_DECODE_TABLE contains the wrong value 32






Activity



People



Assignee:




    Unassigned





Reporter:





            Luciano Vernaschi
        


 


Votes:

0
Vote for this issue



Watchers:

1
Start watching this issue



Dates



                                    Created:
                            


28/May/15 12:42 




                                    Updated:
                            


04/Jun/15 14:34 




                                    Resolved:
                            


04/Jun/15 14:34"
Codec-4,Codec,"[CODEC-89] new Base64().encode() appends a CRLF, and chunks results into 76 character lines - ASF JIRA","Details




Type:


 Bug
        

 

Status:

Closed 





Priority:


  Major                     




Resolution:

                             Fixed
                    





Affects Version/s:



1.4 







                Fix Version/s:
            



1.5 






Labels:


None


 
Description

The instance encode() method (e.g. new Base64().encode()) appends a CRLF.  Actually it's fully chunking the output into 76 character lines.  Commons-Codec-1.3 did not do this.  The static Base64.encodeBase64() method behaves the same in both 1.3 and 1.4, so this problem only affects the instance encode() method.

import org.apache.commons.codec.binary.*;

public class B64 {

  public static void main(String[] args) throws Exception {
    Base64 b64 = new Base64();

    String s1 = ""aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa"";
    String s2 = ""aaaaaaaaaa"";
    String s3 = ""a"";
    
    byte[] b1 = s1.getBytes(""UTF-8"");
    byte[] b2 = s2.getBytes(""UTF-8"");
    byte[] b3 = s3.getBytes(""UTF-8"");

    byte[] result;
    result = Base64.encodeBase64(b1);
    System.out.println(""["" + new String(result, ""UTF-8"") + ""]"");
    result = b64.encode(b1);
    System.out.println(""["" + new String(result, ""UTF-8"") + ""]"");

    result = Base64.encodeBase64(b2);
    System.out.println(""["" + new String(result, ""UTF-8"") + ""]"");
    result = b64.encode(b2);
    System.out.println(""["" + new String(result, ""UTF-8"") + ""]"");

    result = Base64.encodeBase64(b3);
    System.out.println(""["" + new String(result, ""UTF-8"") + ""]"");
    result = b64.encode(b3);
    System.out.println(""["" + new String(result, ""UTF-8"") + ""]"");

  }
}


Here's my output:

$ java -cp commons-codec-1.3.jar:. B64
[YWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYQ==]
[YWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYQ==]
[YWFhYWFhYWFhYQ==]
[YWFhYWFhYWFhYQ==]
[YQ==]
[YQ==]


$ java -cp commons-codec-1.4.jar:. B64
[YWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYQ==]
[YWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFh
YWFhYWFhYWFhYWFhYWFhYWFhYWFhYWFhYQ==
]
[YWFhYWFhYWFhYQ==]
[YWFhYWFhYWFhYQ==
]
[YQ==]
[YQ==
]




AttachmentsAttachmentsOptionsSort By NameSort By DateAscendingDescendingBase64.patch03/Dec/09 01:422 kBSebbcodec-89.patch28/Oct/09 16:528 kBJulius DaviesIssue Links


is duplicated by





CODEC-97
Base64 default constructor behaviour changed to enable chunking in 1.4






Sub-TasksOptionsShow AllShow OpenBulk operationOpen issue navigator



1.

Add tests to check that encodeBase64() does not chunk output
 




Closed 
 Unassigned






Activity



People



Assignee:




    Unassigned





Reporter:





            Julius Davies
        


 


Votes:

4
Vote for this issue



Watchers:

5
Start watching this issue



Dates



                                    Created:
                            


28/Oct/09 06:15 




                                    Updated:
                            


23/Jan/11 21:28 




                                    Resolved:
                            


27/Mar/10 00:05"
Codec-9,Codec,"[CODEC-112] Base64.encodeBase64(byte[] binaryData, boolean isChunked, boolean urlSafe, int maxResultSize) throws IAE for valid maxResultSize if isChunked is false - ASF JIRA","Details




Type:


 Bug
        

 

Status:

Closed 





Priority:


  Minor                     




Resolution:

                             Fixed
                    





Affects Version/s:



1.4 







                Fix Version/s:
            



1.5 






Labels:


None


 
Description

If isChunked is false, Base64.encodeBase64(byte[] binaryData, boolean isChunked, boolean urlSafe, int maxResultSize) throws IAE for valid maxResultSize.
Test case and fix will be applied shortly.


AttachmentsActivity



People



Assignee:




    Unassigned





Reporter:





            Sebb
        


 


Votes:

0
Vote for this issue



Watchers:

0
Start watching this issue



Dates



                                    Created:
                            


26/Jan/11 23:38 




                                    Updated:
                            


10/Nov/11 18:10 




                                    Resolved:
                            


27/Jan/11 00:40"
Collections-2,Collections,[COLLECTIONS-214] ExtendedProperties - field include should be non-static and private - ASF JIRA,"Details




Type:


 Bug
        

 

Status:

Closed 





Priority:


  Major                     




Resolution:

                             Fixed
                    





Affects Version/s:



3.2 







                Fix Version/s:
            


                                        None
                    





Component/s:


                                        None
                    





Labels:


None


 
Description

The field ""include"" in ExtendedProperties is currently static and protected, yet has instance get/set accessors.
Given that there are accessors, it seems unnecessary for the field to be protected - it could be private.
The field should also surely be non-static - or the accessors should be made static, if the field really is supposed to be shared among instances.


AttachmentsIssue Links


is superceded by





COLLECTIONS-351
Remove features now supported in the JDK






Activity



People



Assignee:





            Stephen Colebourne
        





Reporter:





            Sebb
        


 


Votes:

0
Vote for this issue



Watchers:

0
Start watching this issue



Dates



                                    Created:
                            


18/Jun/06 18:54 




                                    Updated:
                            


27/Apr/13 21:32 




                                    Resolved:
                            


18/Jul/06 22:44"
Compress-12,Compress,[COMPRESS-178] TarArchiveInputStream throws IllegalArgumentException instead of IOException - ASF JIRA,"Details




Type:


 Bug
        

 

Status:

Resolved 





Priority:


  Major                     




Resolution:

                             Fixed
                    





Affects Version/s:



1.3 







                Fix Version/s:
            



1.4 






Component/s:



Archivers 






Labels:


None


 
Description

TarArchiveInputStream is throwing  IllegalArgumentException instead of IOException on corrupt files, in direct contradiction to the Javadoc. Here is a stack-trace:

java.lang.IllegalArgumentException: Invalid byte -1 at offset 7 in '<some bytes>' len=8
	at org.apache.commons.compress.archivers.tar.TarUtils.parseOctal(TarUtils.java:86)
	at org.apache.commons.compress.archivers.tar.TarArchiveEntry.parseTarHeader(TarArchiveEntry.java:790)
	at org.apache.commons.compress.archivers.tar.TarArchiveEntry.<init>(TarArchiveEntry.java:308)
	at org.apache.commons.compress.archivers.tar.TarArchiveInputStream.getNextTarEntry(TarArchiveInputStream.java:198)
	at org.apache.commons.compress.archivers.tar.TarArchiveInputStream.getNextEntry(TarArchiveInputStream.java:380)
	at de.schlichtherle.truezip.fs.archive.tar.TarInputShop.<init>(TarInputShop.java:91)
	at de.schlichtherle.truezip.fs.archive.tar.TarDriver.newTarInputShop(TarDriver.java:159)
	at de.schlichtherle.truezip.fs.archive.tar.TarGZipDriver.newTarInputShop(TarGZipDriver.java:82)
	at de.schlichtherle.truezip.fs.archive.tar.TarDriver.newInputShop(TarDriver.java:151)
	at de.schlichtherle.truezip.fs.archive.tar.TarDriver.newInputShop(TarDriver.java:47)
	at de.schlichtherle.truezip.fs.archive.FsDefaultArchiveController.mount(FsDefaultArchiveController.java:170)
	at de.schlichtherle.truezip.fs.archive.FsFileSystemArchiveController$ResetFileSystem.autoMount(FsFileSystemArchiveController.java:98)
	at de.schlichtherle.truezip.fs.archive.FsFileSystemArchiveController.autoMount(FsFileSystemArchiveController.java:47)
	at de.schlichtherle.truezip.fs.archive.FsArchiveController.autoMount(FsArchiveController.java:129)
	at de.schlichtherle.truezip.fs.archive.FsArchiveController.getEntry(FsArchiveController.java:160)
	at de.schlichtherle.truezip.fs.archive.FsContextController.getEntry(FsContextController.java:117)
	at de.schlichtherle.truezip.fs.FsDecoratingController.getEntry(FsDecoratingController.java:76)
	at de.schlichtherle.truezip.fs.FsDecoratingController.getEntry(FsDecoratingController.java:76)
	at de.schlichtherle.truezip.fs.FsConcurrentController.getEntry(FsConcurrentController.java:164)
	at de.schlichtherle.truezip.fs.FsSyncController.getEntry(FsSyncController.java:108)
	at de.schlichtherle.truezip.fs.FsFederatingController.getEntry(FsFederatingController.java:156)
	at de.schlichtherle.truezip.nio.file.TFileSystem.newDirectoryStream(TFileSystem.java:348)
	at de.schlichtherle.truezip.nio.file.TPath.newDirectoryStream(TPath.java:963)
	at de.schlichtherle.truezip.nio.file.TFileSystemProvider.newDirectoryStream(TFileSystemProvider.java:344)
	at java.nio.file.Files.newDirectoryStream(Files.java:400)
	at com.googlecode.boostmavenproject.GetSourcesMojo.convertToJar(GetSourcesMojo.java:248)
	at com.googlecode.boostmavenproject.GetSourcesMojo.download(GetSourcesMojo.java:221)
	at com.googlecode.boostmavenproject.GetSourcesMojo.execute(GetSourcesMojo.java:111)
	at org.apache.maven.plugin.DefaultBuildPluginManager.executeMojo(DefaultBuildPluginManager.java:101)
	... 20 more


Expected behavior: TarArchiveInputStream should wrap the IllegalArgumentException in an IOException.


AttachmentsActivity



People



Assignee:




    Unassigned





Reporter:





            Gili
        


 


Votes:

0
Vote for this issue



Watchers:

1
Start watching this issue



Dates



                                    Created:
                            


21/Feb/12 15:27 




                                    Updated:
                            


23/Feb/12 01:05 




                                    Resolved:
                            


23/Feb/12 01:05"
Compress-22,Compress,[COMPRESS-253] BZip2CompressorInputStream reads fewer bytes from truncated file than CPython's bz2 implementation - ASF JIRA,"Details




Type:


 Bug
        

 

Status:

Resolved 





Priority:


  Minor                     




Resolution:

                             Fixed
                    





Affects Version/s:



1.4.1,                                            1.6,                                            1.7 







                Fix Version/s:
            



1.8 






Component/s:



Compressors 






Labels:




 
Description

Jython includes support for decompressing bz2 files using commons compress and shares regression tests with CPython. The CPython test test_read_truncated in test_bz2.py passes under CPython but fails under Jython.
The BZip2CompressorInputStream is able to read 769 bytes from the truncated data rather than the 770 bytes that the CPython bz2 implementation can read.


AttachmentsAttachmentsOptionsSort By NameSort By DateAscendingDescendingcompress-253.patch07/Jan/14 11:0212 kBStefan BodewigPythonTruncatedBzip2Test.java07/Jan/14 10:114 kBIndra TalipActivity



People



Assignee:




    Unassigned





Reporter:





            Indra Talip
        


 


Votes:

0
Vote for this issue



Watchers:

2
Start watching this issue



Dates



                                    Created:
                            


07/Jan/14 10:09 




                                    Updated:
                            


20/Jan/14 13:26 




                                    Resolved:
                            


20/Jan/14 13:26"
Compress-25,Compress,"[COMPRESS-264] ZIP reads correctly with commons-compress 1.6, gives NUL bytes in 1.7 - ASF JIRA","Details




Type:


 Bug
        

 

Status:

Closed 





Priority:


  Minor                     




Resolution:

                             Fixed
                    





Affects Version/s:



1.7 







                Fix Version/s:
            



1.8 






Component/s:



Archivers 






Labels:


None


 


Environment:


Ubuntu precise


 
Description

When running the code below, commons-compress 1.6 writes:
 Content of test.txt:
 data
By comparison, commons-compress 1.7 writes
 Content of test.txt:
@@@@^@
package com.example.jrn;
import org.apache.commons.compress.archivers.zip.ZipArchiveEntry;
import org.apache.commons.compress.archivers.zip.ZipArchiveInputStream;
import java.io.ByteArrayInputStream;
import java.io.IOException;
import java.lang.System;
/**

Hello world!
 *
 */
public class App {
  public static void main(String[] args) {
    byte[] zip = 
{
       (byte)0x50, (byte)0x4b, (byte)0x03, (byte)0x04, (byte)0x0a, (byte)0x00,
       (byte)0x00, (byte)0x00, (byte)0x00, (byte)0x00, (byte)0x03, (byte)0x7b,
       (byte)0xd1, (byte)0x42, (byte)0x82, (byte)0xc5, (byte)0xc1, (byte)0xe6,
       (byte)0x05, (byte)0x00, (byte)0x00, (byte)0x00, (byte)0x05, (byte)0x00,
       (byte)0x00, (byte)0x00, (byte)0x08, (byte)0x00, (byte)0x1c, (byte)0x00,
       (byte)0x74, (byte)0x65, (byte)0x73, (byte)0x74, (byte)0x2e, (byte)0x74,
       (byte)0x78, (byte)0x74, (byte)0x55, (byte)0x54, (byte)0x09, (byte)0x00,
       (byte)0x03, (byte)0x56, (byte)0x62, (byte)0xbf, (byte)0x51, (byte)0x2a,
       (byte)0x63, (byte)0xbf, (byte)0x51, (byte)0x75, (byte)0x78, (byte)0x0b,
       (byte)0x00, (byte)0x01, (byte)0x04, (byte)0x01, (byte)0xff, (byte)0x01,
       (byte)0x00, (byte)0x04, (byte)0x88, (byte)0x13, (byte)0x00, (byte)0x00,
       (byte)0x64, (byte)0x61, (byte)0x74, (byte)0x61, (byte)0x0a, (byte)0x50,
       (byte)0x4b, (byte)0x01, (byte)0x02, (byte)0x1e, (byte)0x03, (byte)0x0a,
       (byte)0x00, (byte)0x00, (byte)0x00, (byte)0x00, (byte)0x00, (byte)0x03,
       (byte)0x7b, (byte)0xd1, (byte)0x42, (byte)0x82, (byte)0xc5, (byte)0xc1,
       (byte)0xe6, (byte)0x05, (byte)0x00, (byte)0x00, (byte)0x00, (byte)0x05,
       (byte)0x00, (byte)0x00, (byte)0x00, (byte)0x08, (byte)0x00, (byte)0x18,
       (byte)0x00, (byte)0x00, (byte)0x00, (byte)0x00, (byte)0x00, (byte)0x01,
       (byte)0x00, (byte)0x00, (byte)0x00, (byte)0xa0, (byte)0x81, (byte)0x00,
       (byte)0x00, (byte)0x00, (byte)0x00, (byte)0x74, (byte)0x65, (byte)0x73,
       (byte)0x74, (byte)0x2e, (byte)0x74, (byte)0x78, (byte)0x74, (byte)0x55,
       (byte)0x54, (byte)0x05, (byte)0x00, (byte)0x03, (byte)0x56, (byte)0x62,
       (byte)0xbf, (byte)0x51, (byte)0x75, (byte)0x78, (byte)0x0b, (byte)0x00,
       (byte)0x01, (byte)0x04, (byte)0x01, (byte)0xff, (byte)0x01, (byte)0x00,
       (byte)0x04, (byte)0x88, (byte)0x13, (byte)0x00, (byte)0x00, (byte)0x50,
       (byte)0x4b, (byte)0x05, (byte)0x06, (byte)0x00, (byte)0x00, (byte)0x00,
       (byte)0x00, (byte)0x01, (byte)0x00, (byte)0x01, (byte)0x00, (byte)0x4e,
       (byte)0x00, (byte)0x00, (byte)0x00, (byte)0x47, (byte)0x00, (byte)0x00,
       (byte)0x00, (byte)0x00, (byte)00
    }
;

    ByteArrayInputStream bin = new ByteArrayInputStream(zip);
    try {
      ZipArchiveInputStream in = new ZipArchiveInputStream(bin);
      try {
        while (true) {
          ZipArchiveEntry entry = in.getNextZipEntry();
          if (entry == null) 
{
            break;
          }
          byte[] buf = new byte[(int) entry.getSize()];
          in.read(buf);
          System.out.println(""Content of "" + entry.getName() + "":"");
          System.out.write(buf);
        }
      } finally 
{
        in.close();
      }
    } catch (IOException e) 
{
      System.err.println(""IOException: "" + e);
    }
  }
}


AttachmentsIssue Links


is duplicated by





COMPRESS-268
Buffer not read first time for entries with STORED compression method






Activity



People



Assignee:




    Unassigned





Reporter:





            Jonathan Nieder
        


 


Votes:

0
Vote for this issue



Watchers:

2
Start watching this issue



Dates



                                    Created:
                            


20/Feb/14 01:57 




                                    Updated:
                            


01/Mar/14 05:59 




                                    Resolved:
                            


21/Feb/14 14:22"
Compress-36,Compress,[COMPRESS-348] Calling SevenZFile.read() on empty SevenZArchiveEntry throws IllegalStateException - ASF JIRA,"Details




Type:


 Bug
        

 

Status:

Resolved 





Priority:


  Minor                     




Resolution:

                             Fixed
                    





Affects Version/s:



1.11 







                Fix Version/s:
            



1.12 






Component/s:


                                        None
                    





Labels:


None


 
Description

I'm pretty sure COMPRESS-340 breaks reading empty archive entries. When calling getNextEntry() and that entry has no content, the code jumps into the first block at line 830 (SevenZFile.class), clearing the deferredBlockStreams. When calling entry.read(...) afterwards an IllegalStateException (""No current 7z entry (call getNextEntry() first)."") is thrown. IMHO, there should be another check for entry.getSize() == 0.
This worked correctly up until 1.10.


AttachmentsActivity



People



Assignee:




    Unassigned





Reporter:





            Robin Jansohn
        


 


Votes:

0
Vote for this issue



Watchers:

2
Start watching this issue



Dates



                                    Created:
                            


08/Apr/16 11:27 




                                    Updated:
                            


16/May/16 04:26 




                                    Resolved:
                            


16/May/16 04:26"
