fold,bug_id,triaged,selected_tool,score,success,score_FlexFL,adj_score_FlexFL,score_BRaIn,adj_score_BRaIn,score_boostnsift,adj_score_boostnsift,score_buglocator,adj_score_buglocator,score_locus,adj_score_locus
2,16,0,locus,0.5241,1,3.3983,0.0579,1.98,-1.4394,3.1419,-0.302,2.1838,-1.2636,3.6889,0.5241
2,32,0,locus,0.3192,1,1.2919,0.1881,1.2444,0.0616,1.1067,-0.1006,1.3666,0.1558,1.4523,0.3192
2,13,0,locus,0.4702,0,1.5381,-0.5512,1.5253,-0.6429,1.7476,-0.4451,2.201,0.0048,2.4377,0.4702
2,72,0,locus,0.4485,0,1.322,-0.0893,1.2625,-0.2279,1.1813,-0.3336,1.5448,0.0265,1.7598,0.4485
2,17,0,buglocator,0.4227,0,1.6198,-1.0666,1.5997,-1.1657,1.9317,-0.8583,3.0349,0.4227,2.8537,0.0523
2,1,0,buglocator,0.4641,1,1.3969,-0.6298,1.4867,-0.619,1.5013,-0.6288,2.3752,0.4641,2.1525,0.0109
2,6,0,buglocator,0.8111,0,1.1624,-1.0395,0.9789,-1.3021,0.8404,-1.4651,2.5504,0.8111,1.9808,-0.3361
2,58,0,FlexFL,0.3717,1,1.2844,0.3717,1.228,0.2131,1.0204,-0.019,1.1291,0.0862,1.2612,0.2103
2,8,0,locus,0.7365,1,1.6117,-0.2388,1.4687,-0.4608,1.0989,-0.855,1.6959,-0.2615,2.1989,0.7365
2,73,1,,0.0,0,,,,,,,,,,
2,5,0,locus,0.3073,0,1.1756,0.2747,1.0541,0.0742,0.8034,-0.201,0.9687,-0.0392,1.2494,0.3073
2,24,0,locus,0.6388,0,1.157,-0.0568,0.6937,-0.5991,0.3437,-0.9736,0.8056,-0.5153,1.5623,0.6388
2,9,0,boostnsift,0.7337,1,2.1791,-0.1402,1.8829,-0.5154,2.6678,0.7337,1.9997,-0.4266,2.0592,-0.3751
2,121,1,,0.0,0,,,,,,,,,,
2,109,0,boostnsift,0.4116,0,-3.2147,-0.2419,-2.7909,0.1029,-2.6243,0.4116,-3.1291,-0.2633,-4.0318,-1.174
2,65,0,FlexFL,0.5297,1,1.1989,0.5297,1.0177,0.0883,0.8355,-0.1184,0.3972,-0.5602,0.6069,-0.3584
2,112,0,boostnsift,0.8106,1,0.7964,-0.4206,0.9999,-0.2961,1.5655,0.8106,0.7297,-0.5943,0.8674,-0.4646
2,28,0,locus,0.366,0,1.4519,0.141,1.2345,-0.1553,0.728,-0.6864,1.5269,0.109,1.6593,0.366
2,80,1,,0.0,0,,,,,,,,,,
2,21,0,locus,0.6443,0,1.8391,-0.656,1.7233,-0.8508,2.0903,-0.5083,2.4328,-0.1693,2.8436,0.6443
2,43,0,boostnsift,0.4009,0,-4.1644,-0.9009,-3.0709,0.1136,-2.915,0.4009,-4.3076,-1.1511,-4.8785,-1.73
2,138,1,,0.0,0,,,,,,,,,,
2,50,0,FlexFL,0.3716,1,1.8308,0.3716,1.5677,0.0064,1.765,0.1792,1.637,0.0478,1.8077,0.2104
2,4,0,BRaIn,0.3351,1,0.8495,0.2829,0.9151,0.3351,0.4985,-0.1716,0.4659,-0.2077,0.4694,-0.2122
2,8,0,locus,0.5111,0,0.1052,-0.0579,0.234,-0.0081,-0.293,-0.5596,0.1713,-0.0988,0.5116,0.5111
2,56,0,BRaIn,0.2709,0,-4.4492,-0.6612,-3.4395,0.2709,-3.4409,0.2436,-4.598,-0.917,-5.1483,-1.4753
2,42,1,,0.0,0,,,,,,,,,,
2,20,0,locus,0.4966,0,1.9243,-0.0279,1.6196,-0.4116,1.8194,-0.2363,2.0376,-0.0216,2.3007,0.4966
2,81,1,,0.0,0,,,,,,,,,,
2,13,0,FlexFL,0.3451,0,2.0815,0.3451,1.7331,-0.0824,2.0849,0.2484,1.6616,-0.1818,1.826,-0.0255
2,14,0,FlexFL,0.3557,0,0.7556,0.3557,0.7484,0.2623,0.3101,-0.2005,0.3202,-0.1939,0.6346,0.1125
2,3,0,boostnsift,0.4343,1,1.3209,-0.2212,1.2288,-0.3924,1.8907,0.4343,1.5204,-0.1288,1.7013,0.0442
2,43,0,boostnsift,0.3477,1,0.8994,0.2365,0.9088,0.1668,1.0114,0.3477,0.4487,-0.3212,0.6852,-0.0927
2,83,0,BRaIn,0.4402,1,-4.6765,-0.6255,-3.7025,0.4402,-3.8732,0.0743,-4.8185,-0.8745,-5.3494,-1.4134
2,5,0,locus,0.2862,0,1.8109,-0.2085,1.6158,-0.4826,2.0082,-0.1147,2.3152,0.1888,2.3679,0.2862
2,4,0,buglocator,0.5366,0,1.9335,-0.8921,1.7983,-1.1062,2.5617,-0.3674,3.174,0.5366,2.8789,-0.0616
2,41,0,boostnsift,0.6804,0,-2.7876,-0.6036,-2.2708,-0.1659,-1.8354,0.6804,-2.7274,-0.6505,-3.6563,-1.5874
2,82,0,BRaIn,0.2985,0,-3.4799,-0.034,-3.0973,0.2985,-3.1264,0.216,-3.3818,-0.043,-4.2635,-0.9326
2,96,1,,0.0,0,,,,,,,,,,
2,2,0,boostnsift,0.4736,1,0.704,-0.1034,0.9274,0.0409,1.1559,0.4736,0.7568,-0.1577,0.6719,-0.2505
2,7,0,locus,0.3598,0,1.1253,0.1573,1.1542,0.1071,1.1902,0.1187,0.8029,-0.2721,1.3165,0.3598
2,11,0,FlexFL,0.56,0,1.4715,0.56,1.26,0.058,0.848,-0.3785,0.7733,-0.4566,0.2272,-1.0108
2,14,0,buglocator,0.3205,1,2.2963,-0.2189,1.8115,-0.7827,2.5693,-0.0493,2.8636,0.3205,2.7846,0.1545
2,85,0,boostnsift,0.4781,0,2.1127,-0.036,1.761,-0.4666,2.4971,0.4781,2.0352,-0.2205,2.2641,0.0004
2,27,0,locus,0.4757,1,1.5104,0.1063,1.3218,-0.1614,0.8565,-0.6512,1.3707,-0.1405,1.7526,0.4757
2,33,0,locus,0.5254,0,1.7483,-0.6759,1.4183,-1.0848,1.8882,-0.6394,2.4807,-0.0504,2.7726,0.5254
2,51,1,,0.0,0,,,,,,,,,,
2,13,0,boostnsift,0.4091,1,0.7618,0.1844,0.4437,-0.2126,0.9259,0.4091,0.6015,-0.0829,0.3177,-0.3747
2,1,1,,0.0,0,,,,,,,,,,
2,44,1,,0.0,0,,,,,,,,,,
2,103,1,,0.0,0,,,,,,,,,,
2,87,0,BRaIn,0.381,0,-4.5982,-0.6453,-3.6044,0.381,-3.7158,0.1335,-4.7205,-0.8747,-5.2642,-1.4263
2,3,1,,0.0,0,,,,,,,,,,
2,51,0,boostnsift,0.3263,0,1.3643,-0.2043,1.3197,-0.3279,1.9171,0.3263,1.8357,0.1602,1.6401,-0.0434
2,18,0,locus,0.5167,1,0.6475,-1.4923,0.5212,-1.6975,-0.3135,-2.5568,2.205,-0.0417,2.4882,0.5167
2,55,0,buglocator,0.314,1,1.6268,-0.3731,1.5495,-0.5293,1.7828,-0.3205,2.3483,0.314,2.2759,0.161
2,40,0,locus,0.5364,1,1.9702,0.0456,1.0565,-0.9472,1.7583,-0.2698,1.5468,-0.4849,2.2731,0.5364
2,2,0,locus,0.5038,0,2.1165,-0.2608,1.5317,-0.9246,2.1279,-0.3529,2.4555,-0.0288,2.7258,0.5038
2,100,0,boostnsift,0.4415,0,-3.1723,-0.2724,-2.7479,0.073,-2.5514,0.4415,-3.1072,-0.3143,-4.0081,-1.2232
2,20,0,FlexFL,0.6792,1,1.9532,0.6792,1.332,-0.3517,1.3909,-0.3173,1.2354,-0.4763,1.6225,-0.0972
2,31,0,locus,0.418,1,-0.755,-0.7588,-0.898,-0.9808,-3.3585,-3.4658,0.1678,0.057,0.3523,0.418
2,84,1,,0.0,0,,,,,,,,,,
2,13,0,boostnsift,0.7788,1,1.1846,-0.2541,1.2535,-0.2643,1.7872,0.7788,1.0369,-0.5089,0.8122,-0.7416
2,22,1,,0.0,0,,,,,,,,,,
2,26,0,buglocator,0.3216,1,1.9105,-0.5676,1.5519,-1.0052,2.0944,-0.4872,2.8266,0.3216,2.7466,0.1534
2,32,0,FlexFL,0.5174,1,1.8234,0.5174,1.4576,-0.0963,1.4062,-0.1722,1.4654,-0.1165,1.6545,0.0646
2,53,0,locus,0.2661,1,2.1779,-0.4496,1.7087,-0.9978,2.3563,-0.3747,2.9434,0.2089,2.976,0.2661
2,33,0,buglocator,0.5137,0,1.3994,-0.4973,1.0039,-0.9718,1.973,-0.0272,2.2452,0.5137,1.9468,-0.0649
2,11,0,boostnsift,0.3411,1,1.6371,0.1799,1.5471,0.0109,1.8057,0.3411,1.3339,-0.2303,1.7096,0.1374
2,52,0,locus,0.4607,0,1.9324,0.1213,1.9159,0.0258,1.8416,-0.073,1.8565,-0.0616,2.1596,0.4607
2,32,0,buglocator,0.3077,0,1.8375,-0.4857,1.6439,-0.7583,2.0116,-0.415,2.6717,0.3077,2.6055,0.1673
2,46,0,locus,0.4222,1,1.6662,-0.3004,1.3205,-0.725,1.8191,-0.2509,2.1264,0.0528,2.3151,0.4222
2,4,0,boostnsift,0.4043,1,1.858,0.1892,1.5415,-0.2064,2.0174,0.4043,1.8246,0.0487,1.8221,0.0383
2,166,1,,0.0,0,,,,,,,,,,
2,43,0,locus,0.5598,1,1.7952,-0.6242,1.6314,-0.867,1.7309,-0.792,2.4416,-0.0848,2.7679,0.5598
2,23,1,,0.0,0,,,,,,,,,,
2,21,0,BRaIn,0.4234,0,0.5132,0.0287,0.833,0.4234,0.6791,0.0911,0.3803,-0.2112,0.2281,-0.3714
2,41,0,locus,0.4423,1,1.7536,0.1397,1.4581,-0.2348,1.6626,-0.0548,1.7266,0.0057,1.9624,0.4423
2,87,0,locus,0.53,1,2.0082,-0.1621,1.6457,-0.6036,1.9263,-0.3475,2.2222,-0.055,2.5188,0.53
2,78,0,buglocator,0.3344,1,1.9793,-0.6848,2.0976,-0.6455,2.3334,-0.4342,3.0126,0.3344,2.9197,0.1406
2,50,0,FlexFL,0.3577,1,1.7229,0.3577,1.4071,-0.0463,1.1577,-0.3202,1.3257,-0.1557,1.7137,0.2243
2,49,0,FlexFL,0.4935,0,1.4843,0.4935,1.2933,0.0786,1.3393,0.1,1.1914,-0.0514,1.1336,-0.1171
2,61,0,BRaIn,0.4296,1,0.5724,0.1884,0.7324,0.4296,0.1809,-0.3065,0.2531,-0.2378,0.2973,-0.2016
2,6,0,BRaIn,1.4478,0,0.3984,-0.8298,1.5767,1.4478,-2.9187,-4.2505,-0.6035,-1.9387,-4.757,-6.1002
2,51,0,FlexFL,0.3577,1,1.7229,0.3577,1.4071,-0.0463,1.1577,-0.3202,1.3257,-0.1557,1.7137,0.2243
2,24,0,locus,0.4349,1,1.6956,0.084,1.4953,-0.1953,1.3112,-0.4039,1.7587,0.0401,1.9601,0.4349
2,7,0,locus,0.9238,1,2.1295,-0.3418,1.4156,-1.1347,1.5495,-1.0254,1.9331,-0.6453,2.8199,0.9238
2,34,1,,0.0,0,,,,,,,,,,
2,3,0,FlexFL,0.3878,1,2.2063,0.3878,1.6006,-0.3362,2.0736,0.1123,1.6745,-0.2903,2.1671,0.1942
2,96,0,buglocator,0.2707,1,1.8978,-0.042,1.5881,-0.4308,1.6762,-0.3672,2.2884,0.2707,2.2592,0.2043
2,21,0,locus,0.4265,1,2.0785,0.1555,1.5283,-0.4737,1.8456,-0.181,1.7156,-0.3145,2.2716,0.4265
2,5,0,BRaIn,0.4231,0,-3.6883,0.0247,-3.3645,0.4231,-3.5181,0.0914,-3.6035,0.0025,-4.4663,-0.8683
2,16,0,boostnsift,0.3655,1,2.3271,0.228,1.5947,-0.5834,2.4476,0.3655,1.1932,-1.0129,2.3147,0.1006
2,2,0,buglocator,0.3959,0,2.6993,0.0699,2.8235,0.1151,2.0025,-0.7303,2.9778,0.3959,1.8151,-0.9293
2,70,0,locus,0.2597,1,-0.0632,0.2028,-0.1165,0.0705,-0.7741,-0.6116,0.0563,0.2153,0.0825,0.2597
2,17,0,locus,0.5799,1,2.0311,0.0021,1.5352,-0.5728,1.8449,-0.2877,1.2147,-0.9214,2.3775,0.5799
2,174,1,,0.0,0,,,,,,,,,,
2,21,0,locus,0.3729,0,2.213,-0.0057,1.6848,-0.6128,1.8543,-0.4678,2.4278,0.1021,2.5671,0.3729
2,34,0,buglocator,0.2888,1,1.9158,-0.3147,1.6677,-0.6418,1.9618,-0.3722,2.579,0.2888,2.5317,0.1862
2,19,0,boostnsift,0.8822,0,0.882,-0.5552,1.1486,-0.3677,1.7858,0.8822,1.0191,-0.5251,1.1186,-0.4336
2,32,0,boostnsift,0.7295,1,1.0603,-0.1433,1.0284,-0.2542,1.5521,0.7295,0.7551,-0.5554,1.0676,-0.251
2,5,0,FlexFL,0.4557,1,2.0383,0.4557,1.4735,-0.2954,1.7614,-0.0319,1.4236,-0.3732,1.9311,0.1263
2,47,0,locus,0.6207,1,1.4583,-0.084,1.1533,-0.468,0.835,-0.8107,1.5035,-0.1457,1.8908,0.6207
2,56,0,locus,0.2933,1,2.2199,0.1853,1.7951,-0.3185,2.3233,0.1852,2.2217,0.0801,2.3831,0.2933
2,176,0,boostnsift,0.4464,0,-4.1447,-0.9264,-3.0713,0.0681,-2.8698,0.4464,-4.2998,-1.1885,-4.8735,-1.7701
2,6,1,,0.0,0,,,,,,,,,,
2,17,0,boostnsift,0.5006,0,0.443,-0.252,0.788,0.0139,1.0435,0.5006,0.6201,-0.1819,0.672,-0.138
2,72,0,FlexFL,0.3371,0,-0.3554,0.3371,-0.5033,0.1101,-1.9802,-1.3913,-0.6044,-0.019,-0.3439,0.2449
2,6,0,boostnsift,0.608,1,0.8627,-0.0983,0.9465,-0.0935,1.3095,0.608,0.8407,-0.2273,0.8441,-0.2319
2,16,0,boostnsift,0.4762,1,1.2439,0.1173,1.0237,-0.1819,1.4751,0.4762,0.8424,-0.3912,0.6763,-0.5652
2,46,0,buglocator,0.3968,0,1.801,-0.7905,1.7067,-0.9638,1.8651,-0.8299,2.94,0.3968,2.7847,0.0782
2,8,0,buglocator,0.2607,1,2.1386,-0.189,1.7248,-0.6818,2.4553,0.0242,2.6761,0.2607,2.6569,0.2143
3,29,0,FlexFL,0.4069,1,-2.689,0.4069,-2.7473,0.2111,-3.2717,-0.3377,-2.9458,-0.0153,-4.2065,-1.2841
3,81,0,boostnsift,0.5046,1,0.4936,-0.4181,0.6521,-0.3386,1.2602,0.5046,0.6178,-0.4009,1.0006,-0.0261
3,18,0,locus,0.3917,1,1.5448,-0.6424,1.5119,-0.7544,2.3776,0.0868,1.1877,-1.1066,2.5358,0.3917
3,80,0,boostnsift,0.4854,1,0.4891,-0.5868,0.6942,-0.4607,1.4244,0.4854,0.6256,-0.5574,1.1841,-0.0069
3,28,1,,0.0,0,,,,,,,,,,
3,73,0,locus,0.4221,1,1.7935,-0.8717,1.4656,-1.2786,2.635,-0.1338,2.8251,0.0529,3.0137,0.4221
3,15,0,locus,0.5567,1,1.8096,-0.3681,1.5752,-0.6815,2.203,-0.0782,1.8854,-0.3994,2.5262,0.5567
3,29,0,boostnsift,0.9922,0,1.2405,-1.206,1.3713,-1.1541,2.795,0.9922,1.5701,-0.9834,2.0477,-0.5137
3,11,0,boostnsift,0.3962,1,1.8853,-0.475,1.5871,-0.8522,2.7088,0.3962,2.2917,-0.1756,2.5576,0.0823
3,96,0,locus,0.6118,0,0.2984,-0.3697,0.2767,-0.4704,0.6383,-0.1333,0.2537,-0.5214,1.0166,0.6118
3,82,1,,0.0,0,,,,,,,,,,
3,41,0,boostnsift,0.9061,0,1.1786,-1.1985,1.3702,-1.0859,2.7256,0.9061,1.7677,-0.7164,2.0644,-0.4276
3,9,0,boostnsift,0.5205,0,0.7465,-0.438,1.1336,-0.1299,1.533,0.5205,0.7167,-0.5748,1.2575,-0.042
3,40,0,boostnsift,1.0256,0,0.8854,-1.075,1.1483,-0.8911,2.3089,1.0256,1.5283,-0.5391,1.5282,-0.5471
3,8,0,boostnsift,0.422,0,-2.0374,-0.1051,-1.7608,0.0925,-1.5838,0.422,-2.1685,-0.3432,-3.5081,-1.6908
3,39,0,locus,0.3328,1,1.5206,-0.2211,1.4706,-0.3501,1.8318,-0.0134,1.9909,0.1422,2.0902,0.3328
3,150,0,BRaIn,0.6916,1,-3.3149,-0.0736,-2.8928,0.6916,-3.6549,-0.5171,-3.9842,-0.8499,-5.2313,-2.105
3,29,1,,0.0,0,,,,,,,,,,
3,12,0,locus,0.4061,1,1.0543,-0.4276,1.2672,-0.2937,1.6448,0.0594,1.6578,0.0689,1.8304,0.4061
3,29,0,boostnsift,0.5344,1,1.8073,-0.4346,1.7164,-0.6044,2.5904,0.5344,2.301,-0.0479,2.1367,-0.2202
3,14,0,boostnsift,0.3834,1,1.7033,-0.2301,1.6405,-0.3719,2.2819,0.3834,1.9299,-0.1105,2.1435,0.0951
3,48,0,locus,0.6066,1,1.4319,-0.0526,1.4401,-0.1234,1.4599,-0.1281,1.278,-0.3135,1.833,0.6066
3,15,0,buglocator,0.3015,0,1.5169,-0.7441,1.6951,-0.6448,2.4615,0.097,2.6095,0.3015,2.5495,0.1735
3,140,1,,0.0,0,,,,,,,,,,
3,23,0,boostnsift,0.4355,1,1.7633,-1.684,1.6549,-1.8714,3.7958,0.4355,2.6441,-0.9102,3.6053,0.043
3,93,0,locus,0.5411,1,-1.245,0.0409,-1.9311,-0.7242,-4.8574,-3.675,-1.7308,-0.5519,-0.9374,0.5411
3,44,0,boostnsift,0.3892,0,-0.2618,-0.2162,-0.0933,-0.1267,0.3029,0.3892,-0.197,-0.2584,0.1588,0.0893
3,20,0,boostnsift,0.7574,1,0.8455,-0.483,1.1646,-0.2429,1.677,0.7574,0.5646,-0.8709,0.9976,-0.4459
3,13,0,locus,0.2523,0,1.7852,-0.656,1.9368,-0.5835,2.771,0.2262,2.6311,0.0829,2.7898,0.2523
3,2,0,buglocator,0.3324,0,1.4404,-0.1273,1.4676,-0.1791,1.8253,0.1541,1.9162,0.3324,1.8086,0.1259
3,38,0,BRaIn,0.5813,1,-3.5602,0.0367,-3.2484,0.5813,-4.3069,-0.8136,-4.2883,-0.7985,-5.4913,-2.0094
3,63,0,boostnsift,0.2526,1,2.0822,-0.3033,1.5827,-0.8818,2.734,0.2526,2.0297,-0.4628,2.7264,0.2259
3,20,0,locus,1.2303,0,1.1265,-0.6483,0.922,-0.9318,0.7576,-1.1207,0.8665,-1.0154,2.1233,1.2303
3,46,0,locus,0.6768,0,0.7447,-0.1737,0.6718,-0.3255,0.8235,-0.1983,0.7898,-0.2355,1.2669,0.6768
3,62,0,buglocator,0.2823,1,1.0067,-0.4657,1.4144,-0.137,1.4832,-0.0927,1.8209,0.2823,1.7801,0.1927
3,12,0,locus,0.3454,1,1.1456,0.1884,0.8574,-0.1787,1.1937,0.1331,0.8246,-0.2395,1.3056,0.3454
3,1,0,boostnsift,0.9975,0,1.5037,-0.9001,1.6734,-0.8094,2.7523,0.9975,1.9998,-0.511,1.9835,-0.5354
3,4,0,locus,0.2547,1,1.5703,-0.7028,1.6294,-0.7226,2.2399,-0.1367,2.6004,0.2203,2.6215,0.2547
3,14,0,locus,0.6927,1,0.1557,-1.7478,0.0703,-1.9121,-1.007,-3.014,1.7927,-0.2177,2.2519,0.6927
3,59,0,buglocator,0.3404,1,1.7154,-0.4895,1.7061,-0.5778,2.4546,0.1461,2.5534,0.3404,2.4346,0.1147
3,131,0,FlexFL,0.3875,0,-2.6907,0.3875,-2.7297,0.2305,-3.291,-0.3553,-2.9511,-0.0189,-4.2006,-1.2764
3,11,0,locus,0.5836,1,1.3689,-0.7186,1.5243,-0.6422,1.9813,-0.2097,2.0858,-0.1086,2.436,0.5836
3,34,0,boostnsift,0.5175,1,0.6365,-0.4328,0.7302,-0.4182,1.4178,0.5175,0.6788,-0.4975,1.1453,-0.039
3,10,0,boostnsift,0.5912,1,1.7442,-0.7932,1.8437,-0.7727,2.8859,0.5912,2.1274,-0.517,2.5398,-0.1127
3,124,0,BRaIn,0.5576,0,-3.6219,0.0604,-3.3338,0.5576,-4.4759,-0.8971,-4.3689,-0.7936,-5.5563,-1.989
3,5,0,boostnsift,0.7201,1,1.5992,-0.5221,1.5156,-0.6847,2.4699,0.7201,1.9948,-0.2336,1.9854,-0.251
3,5,1,,0.0,0,,,,,,,,,,
3,103,0,boostnsift,0.265,0,0.7199,-0.7344,0.7938,-0.7394,1.8027,0.265,1.4054,-0.1559,1.7827,0.2135
3,13,0,boostnsift,0.7142,0,1.5139,-0.2977,1.609,-0.2817,2.1601,0.7142,1.5021,-0.4166,1.691,-0.2357
3,12,0,locus,0.6769,0,1.5907,-0.1982,1.4333,-0.4346,1.6941,-0.1984,1.4593,-0.4367,2.1374,0.6769
3,2,0,locus,1.1195,0,1.3515,-0.7747,1.1289,-1.0762,1.5594,-0.6702,1.5887,-0.6445,2.4747,1.1195
3,6,0,locus,0.4217,0,1.6601,-0.1791,1.2385,-0.6797,1.9994,0.0568,1.8029,-0.1432,2.1876,0.4217
3,17,0,boostnsift,0.7368,1,1.7496,-0.457,1.5166,-0.769,2.5551,0.7368,1.8505,-0.4631,2.0633,-0.2583
3,63,0,locus,0.8189,1,1.3942,-0.6814,1.554,-0.6006,1.8387,-0.3404,1.7338,-0.4489,2.4242,0.8189
3,6,0,boostnsift,0.7456,0,0.8575,-0.488,1.1934,-0.2311,1.6941,0.7456,0.5988,-0.8538,1.1834,-0.2772
3,70,1,,0.0,0,,,,,,,,,,
3,26,0,boostnsift,0.3467,1,0.3407,-0.3266,0.5314,-0.2149,1.0158,0.3467,0.4342,-0.3401,0.9141,0.1318
3,17,0,locus,0.3806,1,2.0965,-1.0987,1.5338,-1.7403,3.3965,0.0979,1.8866,-1.4156,3.5436,0.3806
3,136,0,BRaIn,0.6554,0,-3.4065,-0.0374,-3.0205,0.6554,-3.9105,-0.645,-4.1135,-0.8515,-5.3316,-2.0776
3,71,1,,0.0,0,,,,,,,,,,
3,59,1,,0.0,0,,,,,,,,,,
3,16,0,boostnsift,0.4876,1,1.6048,-0.3076,1.6432,-0.3481,2.2608,0.4876,1.8839,-0.1355,2.0182,-0.0091
3,66,0,locus,0.3191,0,0.7209,0.1729,0.8108,0.1839,0.796,0.1446,0.381,-0.274,0.8965,0.3191
3,4,0,boostnsift,0.514,0,0.9542,-0.4338,1.2419,-0.225,1.7365,0.514,0.8514,-0.6436,1.4675,-0.0355
3,3,0,BRaIn,0.3201,0,1.3314,0.0739,1.606,0.3201,1.5553,0.1944,1.2546,-0.1099,1.2467,-0.1258
3,64,0,boostnsift,0.7471,0,1.0702,-0.374,1.2906,-0.2326,1.7927,0.7471,0.7974,-0.7538,1.2028,-0.3564
3,98,1,,0.0,0,,,,,,,,,,
3,11,0,locus,0.6848,1,1.6475,-1.2475,1.5989,-1.3751,2.4872,-0.5113,2.7922,-0.2098,3.2435,0.6848
3,14,0,locus,0.517,0,1.4446,-0.6502,1.5778,-0.5961,1.9853,-0.2131,2.1599,-0.042,2.4434,0.517
3,120,1,,0.0,0,,,,,,,,,,
3,49,0,boostnsift,0.4455,1,1.434,-1.0364,1.381,-1.1683,2.8189,0.4455,2.2388,-0.3385,2.6184,0.033
3,135,1,,0.0,0,,,,,,,,,,
3,66,0,BRaIn,0.544,0,-3.5896,0.074,-3.3152,0.544,-4.3762,-0.816,-4.3359,-0.7792,-5.5368,-1.9881
3,15,0,locus,0.2924,1,2.0863,-0.2559,1.6628,-0.7584,2.6318,0.1861,2.0025,-0.4467,2.6907,0.2924
3,10,0,locus,0.5817,1,1.6944,-0.654,1.7515,-0.6759,2.3487,-0.1032,2.1098,-0.3456,2.6969,0.5817
3,14,0,buglocator,0.4314,0,0.7032,-1.1228,0.5364,-1.3685,1.4375,-0.492,2.1744,0.4314,1.9845,0.0436
3,19,1,,0.0,0,,,,,,,,,,
3,12,0,boostnsift,0.5293,1,1.583,-0.2041,1.6574,-0.2087,2.1356,0.5293,1.6212,-0.273,1.8514,-0.0508
3,68,0,locus,0.3176,0,0.166,-0.3125,0.2586,-0.2988,0.7429,0.1609,0.4919,-0.0936,0.8269,0.3176
3,104,1,,0.0,0,,,,,,,,,,
3,24,0,locus,0.3008,1,1.5277,-0.6335,1.3672,-0.873,2.4424,0.1777,2.4073,0.139,2.5097,0.3008
3,30,0,buglocator,0.3038,1,1.4813,-0.4296,1.4024,-0.5876,1.7596,-0.2548,2.2595,0.3038,2.1972,0.1712
3,29,0,buglocator,0.7847,0,1.6761,-0.9447,2.4261,-0.2737,1.217,-1.5072,2.9693,0.7847,0.7671,-1.9687
3,51,0,boostnsift,0.4029,0,1.6706,-0.2802,1.5349,-0.495,2.2994,0.4029,1.9196,-0.1383,2.1415,0.0756
3,19,0,locus,0.4197,1,1.588,-0.6263,1.5714,-0.7219,2.2179,-0.0999,2.3766,0.0553,2.5628,0.4197
3,95,0,BRaIn,0.7038,0,-3.3139,-0.0858,-2.8795,0.7038,-3.6671,-0.5426,-3.996,-0.875,-5.2296,-2.1166
3,69,0,boostnsift,0.4473,1,1.6595,-0.2837,1.45,-0.5722,2.2918,0.4473,1.4649,-0.5853,2.0895,0.0312
3,1,0,boostnsift,0.9568,1,-0.6283,-0.5893,-0.4023,-0.4423,0.3095,0.9568,-0.4084,-0.4765,-0.4189,-0.4949
3,6,0,boostnsift,0.2927,0,0.8978,-0.3263,1.1396,-0.1634,1.5726,0.2927,0.7556,-0.5754,1.5249,0.1858
3,11,0,locus,0.3388,0,1.436,-1.2335,1.4407,-1.3077,2.555,-0.218,2.9126,0.1362,3.0179,0.3388
3,80,0,locus,0.91,1,1.1962,-0.7825,1.0848,-0.9729,1.0123,-1.0699,1.6507,-0.435,2.3272,0.91
3,22,0,locus,0.7049,0,1.2267,-1.275,1.3446,-1.2362,1.957,-0.6482,2.3789,-0.2299,2.8502,0.7049
3,7,0,locus,1.4556,1,1.7802,-0.8736,1.1647,-1.5682,1.1393,-1.618,1.6471,-1.1138,3.0024,1.4556
3,55,1,,0.0,0,,,,,,,,,,
3,6,0,locus,0.8913,1,1.7074,-1.5417,1.5476,-1.7805,1.9033,-1.4493,2.9398,-0.4163,3.5976,0.8913
3,37,1,,0.0,0,,,,,,,,,,
3,56,0,boostnsift,0.8687,0,0.8943,-0.5454,1.1645,-0.3542,1.7882,0.8687,0.6303,-0.9164,1.1097,-0.445
3,8,0,boostnsift,0.7902,0,0.3255,-0.7924,0.4649,-0.732,1.4664,0.7902,0.7082,-0.5168,0.9212,-0.3117
3,3,0,boostnsift,0.3394,0,0.9405,-0.1897,1.1296,-0.0795,1.4786,0.3394,0.6608,-0.5764,1.3842,0.1391
3,23,0,locus,0.3183,0,1.4897,-0.9937,1.5167,-1.0456,2.747,0.1602,2.7225,0.1321,2.8318,0.3183
3,52,0,boostnsift,0.4182,0,0.6662,-0.3414,0.9493,-0.1373,1.3561,0.4182,0.6452,-0.4694,1.1829,0.0603
3,2,0,locus,0.9032,1,2.1509,-0.8253,1.589,-1.4662,2.6549,-0.4247,2.4449,-0.6383,3.3247,0.9032
3,102,1,,0.0,0,,,,,,,,,,
3,117,1,,0.0,0,,,,,,,,,,
3,78,0,BRaIn,0.5434,1,-3.6396,0.0746,-3.3657,0.5434,-4.5095,-0.8988,-4.3741,-0.767,-5.572,-1.9729
3,43,0,buglocator,0.2502,1,1.4774,-0.5981,1.4073,-0.7472,1.7672,-0.4118,2.424,0.2502,2.4153,0.2248
3,53,0,FlexFL,0.4738,0,1.2522,0.4738,0.7744,-0.2082,1.0219,0.0148,0.6573,-0.3533,1.1269,0.1082
3,20,0,boostnsift,0.308,0,1.7343,-0.3694,1.6494,-0.5333,2.4522,0.308,2.3083,0.0976,2.3892,0.1705
3,8,0,locus,0.4102,0,1.4776,-0.6284,1.1246,-1.0605,2.2779,0.0683,1.9911,-0.222,2.4546,0.4102
